order,family,name,FA_age,LA_age
Dichograptoidea,Dichograptidae,Tetragraptus taraxacum Ruedemann 1904,474.2401,466.95
Dichograptoidea,Dichograptidae,Tetragraptus vestrogothus,475.6271,475.619
Dichograptoidea,Dichograptidae,Tetragraptus whitelawi Hall 1914,473.5546,465.5372
Dichograptoidea,Dichograptidae,Tetragtraptus crucifer (Hall) 1858,470.2876,469.3345
Dichograptoidea,Dichograptidae,Thamnograptus capillaris Hall 1959,457.1826,455.5674
Dichograptoidea,Dichograptidae,Thamnograptus scoticus Lapworth 1876,455.9046,455.5483
Dichograptoidea,Dichograptidae,Thamnograptus? doveri Nicholson 1875,467.9619367,467.9619367
Monograptina,Monograptidae,Torquigraptus australis Storch 1998,436.6100259,436.6100259
Monograptina,Monograptidae,Torquigraptus n.sp.1 Loydell et al. 2003,437.7267178,437.7267178
Monograptina,Monograptidae,Torquigraptus pragensis sensu_Zalasiewicz Zalas,436.5946891,436.5946891
Monograptina,Monograptidae,Torquigraptus carnicus (Gortani) 1923,437.7962,437.7844
Monograptina,Monograptidae,Torquigraptus denticulatus (Tornquist) 1899,440.5752,439.2914
Monograptina,Monograptidae,Torquigraptus dextrorsus (Linnarsson) 1881,438.9515,436.5754
Monograptina,Monograptidae,Torquigraptus flagellaris (Toernquist),437.6612,434.7372
Monograptina,Monograptidae,Torquigraptus germanicus (Pribyl & Storch) 1985,436.9755,436.7758
Monograptina,Monograptidae,Torquigraptus involutus (Lapworth) 1876,440.758,438.4163
Monograptina,Monograptidae,Torquigraptus magnificus (Pribyl & Munch) 1942,438.2179,438.1553
Monograptina,Monograptidae,Torquigraptus n.sp.2 Loydell et al. 2003,436.5978,436.5947
Monograptina,Monograptidae,Torquigraptus pergracilis (Boucek) 1931,438.4304,434.7895
Monograptina,Monograptidae,Torquigraptus planus (Barrande) 1850,438.8917,436.612
Monograptina,Monograptidae,Torquigraptus pragensis pragensis (Pribyl) 194,437.7295,436.7674
Monograptina,Monograptidae,Torquigraptus pragensis ruzickai (Pribyl) 1943,439.7096,437.7295
Monograptina,Monograptidae,Torquigraptus proteus (Barrande) 1850,438.5381,436.7758
Monograptina,Monograptidae,Torquigraptus proteus_aff _Storch & Kraft 2008,437.2639,437.1445
Monograptina,Monograptidae,Torquigraptus spiraloides (Pribyl) 1946,437.0515,436.4573
Monograptina,Monograptidae,Torquigraptus tullbergi (Boucek) 1931,437.0515,435.3143
Monograptina,Monograptidae,Torquigraptus urceolinus (Stein) 1965,439.8561,439.0835
Monograptina,Monograptidae,Torquigraptus valens (Pribyl & Munch) 1942,439.8936,439.8755
Dichograptoidea,Dichograptidae,Triaenograptus neglectus Hall 1914,469.4105759,469.4105759
Dichograptoidea,Sigmagraptidae,Trichograptus fragilis,462.3832177,462.3832177
Dichograptoidea,Sigmagraptidae,Trichograptus dilaceratus,475.5625,474.9537
Dichograptoidea,Sigmagraptidae,Trichograptus fergusoni Hall 1912,474.7779,473.5546
Dichograptoidea,Sigmagraptidae,Trichograptus immotus Harris & Thomas 1935,463.0456,462.823
Dichograptoidea stem,Anisograptidae,Triramograptus atavus Erdtmann,484.6599,484.6255
Dichograptoidea,Dichograptidae,Trochograptus diffusus Holm 1881,473.8390979,473.8390979
Dichograptoidea,Dichograptidae,Trochograptus australis Harris & Thomas 1938,473.8649,473.6149
Dichograptoidea,Dichograptidae,Trochograptus indignus Harris & Thomas 1938,473.8649,473.8391
Dichograptoidea,Sigmagraptidae,Tylograptus geniculiformis Mu 1957,461.8931,461.8259
Dichograptoidea,Sigmagraptidae,Tylograptus globiformis Mu 1957,462.3151,461.7322
Dichograptoidea,Sigmagraptidae,Tylograptus intermedius Mu 1957,462.3242,461.5421
Dichograptoidea,Sigmagraptidae,Tylograptus spinatus Mu 1957,461.9628,461.7322
Dichograptoidea,Sigmagraptidae,Tylograptus spiniformis Mu,461.769,461.4292
Monograptina,Normalograptidae,Undulograptus formosus_aff _Caballe et al 2005,467.2315276,467.2315276
Diplograptina,Stem Diplograptoidea,Undulograptus spinosus,465.2919073,465.2919073
Diplograptina,Stem Diplograptoidea,Undulograptus austrodentatus americanus (Bulman,466.1625,460.5358
Diplograptina,Stem Diplograptoidea,Undulograptus austrodentatus anglicus (Bulman),463.0456,462.8647
Diplograptina,Stem Diplograptoidea,Undulograptus austrodentatus austrodentatus Har,467.6905,463.0456
Monograptina,Normalograptidae,Undulograptus camptochilus,462.7647,462.3832
Diplograptina,Stem Diplograptoidea,Undulograptus cumbrensis Bulman 1963,466.4865,460.5429
Diplograptina,Stem Diplograptoidea,Undulograptus dentatus (Brongniart) 1828,466.5108,458.8869
Diplograptina,Stem Diplograptoidea,Undulograptus dicellograptoides Maletz 1998,466.2442,466.1526
Monograptina,Normalograptidae,Undulograptus formosus (Mu & Lee)Boucek,467.2333,463.9401
Diplograptina,Stem Diplograptoidea,Undulograptus intersitus (Harris & Thomas) 1935,465.8358,461.9628
Diplograptina,unknown,Undulograptus n.sp Kraft & Kraft 2003,463.8985,461.9289
Diplograptina,unknown,Undulograptus n.sp.1 Zhang et al. 2007,467.2264,465.9341
Diplograptina,unknown,Undulograptus n.sp.2 Zhang et al. 2007,467.0679,465.9341
Diplograptina,Stem Diplograptoidea,Undulograptus n.sp.A Williams 1992,461.0372,461.037
Diplograptina,unknown,Undulograptus novaki (Perner) 1895,464.2763,461.8283
Diplograptina,Stem Diplograptoidea,Undulograptus primus Legg 1976,467.2643,461.9628
Diplograptina,Stem Diplograptoidea,Undulograptus sinicus Mu & Lee 1958,467.3601,462.6308
Diplograptina,Stem Diplograptoidea,Undulograptus sinicus ssp,466.9088,465.2861
Diplograptina,Stem Diplograptoidea,Undulograptus sinodentatus (Mu & Lee) 1958,468.1565,465.5457
Diplograptina,Stem Diplograptoidea,Undulograptus situlus (Legg) 1976,461.3319,461.277
Diplograptina,unknown,Undulograptus tongziensis,465.5114,465.358
Diplograptina,unknown,Undulograptus? mui Dean et al. 2000,468.3018734,468.3018734
U,unknown,Wandograptus wandovalensis Rickards & Jell 2002,437.7323565,437.7323565
Dichograptoidea,Dichograptidae,Wuninograptus erectus Ni 1981,459.3145948,459.3145948
Dichograptoidea,Dichograptidae,Wuninograptus tetrabrachiatus,461.4292,461.3821
Dichograptoidea,Dichograptidae,Xiphograptus n.sp.1 Zhang et al. 2007,465.2919073,465.2919073
Dichograptoidea,Dichograptidae,Xiphograptus n.sp.2 Zhang 2007,465.2919073,465.2919073
Dichograptoidea,Dichograptidae,Xiphograptus disermus Ni 1988,469.9463,468.0317
Dichograptoidea,Dichograptidae,Xiphograptus elongatus,474.0537,473.4175
Dichograptoidea,Dichograptidae,Xiphograptus extensus,469.3345,469.2847
Dichograptoidea,Dichograptidae,Xiphograptus formosus,469.833,469.6418
Dichograptoidea,Dichograptidae,Xiphograptus formosus svalbardensis,465.2709,465.1342
Dichograptoidea,Dichograptidae,Xiphograptus laufuensis,468.6053,466.9725
Dichograptoidea,Dichograptidae,Xiphograptus lofuensis (Lee) 1961,472.7548,461.5421
Dichograptoidea,Dichograptidae,Xiphograptus lofuensis_aff _Caballe et al 2005,466.95,466.799
Dichograptoidea,Dichograptidae,Xiphograptus norvegicus (Berry),461.6506,460.4901
Dichograptoidea,Dichograptidae,Xiphograptus patulentis (Chen) 1979,468.8924,465.148
Dichograptoidea,Dichograptidae,Xiphograptus robustus (Ekstrom) 1937,461.9976,459.5953
Dichograptoidea,Dichograptidae,Xiphograptus svalbardensis (Archer & Fortey) 19,469.833,465.9403
Dichograptoidea,Dichograptidae,Xiphograptus? superstes,456.18,456.0725
Diplograptina,Dicranograptidae,Yangtzigraptus yangtziensis Mu,448.0948,447.9108
Diplograptina,Lasiograptidae,Yinograptus disjunctus (Yin & Mu) 1945,448.3242,446.5058
Diplograptina,Lasiograptidae,Yinograptus dubius,447.7322,447.7303
Dichograptoidea,Dichograptidae,Yushanograptus separatus Chen Han & Sun 1964,469.6173,467.2264
Dichograptoidea,Dichograptidae,Yutagraptus mantuanus,466.993,466.9656
Dichograptoidea,Dichograptidae,Yutagraptus v-deflexus (Harris) 1924,469.0615,464.8723
Dichograptoidea,Dichograptidae,Zygograptus abnormis (Hall) 1859,473.5837,472.7476
Dichograptoidea,Dichograptidae,Zygograptus ferrarius Harris & Thomas 1941,473.4191,473.2829
Dichograptoidea,Dichograptidae,Zygograptus junori Harris & Thomas 1941,473.5546,473.4175
Dichograptoidea,Dichograptidae,Zygograptus simplex,472.2686,472.2355
