order,family,name,FA_age,LA_age
Monograptina,Monograptidae,Abiesograptus longiramus Jaeger 1959,417.5847,415.8787
Monograptina,Monograptidae,Abiesograptus multiramus Hundt 1935,415.9007,415.8935
Monograptina,Monograptidae,Abiesograptus tenuiramus Hundt 1935,418.8967,415.7242
Dichograptoidea,Dichograptidae,Abrograptus formosus,460.5253,460.4901
Dichograptoidea,Sigmagraptidae,Acrograptus aequabilis,473.2829143,473.2829143
Dichograptoidea,Sigmagraptidae,Acrograptus compressus,465.8358145,465.8358145
Dichograptoidea,Sigmagraptidae,Acrograptus formusus zhitangensis,461.4292233,461.4292233
Dichograptoidea,Sigmagraptidae,Acrograptus acutidens (Elles & Wood) 1901,464.2989,459.3146
Dichograptoidea,Sigmagraptidae,Acrograptus acutidens early,472.6792,472.6683
Dichograptoidea,Sigmagraptidae,Acrograptus adamantinus,474.8095,474.3597
Dichograptoidea,Sigmagraptidae,Acrograptus affinis (Nicholson) 1869,476.1647,460.5989
Dichograptoidea,Sigmagraptidae,Acrograptus cognatus (Harris & Thomas) 1935,462.6308,462.1439
Dichograptoidea,Sigmagraptidae,Acrograptus crassus (Monsen),470.6429,470.6282
Dichograptoidea,Sigmagraptidae,Acrograptus ellesi_aff _Caballe et al. 2005,466.859,466.8535
Dichograptoidea,Sigmagraptidae,Acrograptus euodus Lapworth 1875,460.5358,459.3146
Dichograptoidea,Sigmagraptidae,Acrograptus filiformis (Tullberg) 1880,475.5017,470.7529
Dichograptoidea,Sigmagraptidae,Acrograptus gracilis (Toernquist) 1890,473.4586,465.2919
Dichograptoidea,Sigmagraptidae,Acrograptus infrequens J.Kraft 1973,470.2876,469.9463
Dichograptoidea,Sigmagraptidae,Acrograptus lipoldi Boucek 1933,463.9196,463.8665
Dichograptoidea,Sigmagraptidae,Acrograptus nicholsoni apartus,476.1603,473.2829
Dichograptoidea,Sigmagraptidae,Acrograptus nicholsoni nicholsoni Lapworth 187,475.0138,468.5269
Dichograptoidea,Sigmagraptidae,Acrograptus nicholsoni nicholsoni late Lapwort,462.7669,460.3439
Dichograptoidea,Sigmagraptidae,Acrograptus nicholsoni planus (Elles & Wood) 1,465.5114,459.3146
Dichograptoidea,Sigmagraptidae,Acrograptus pusillus (Tullberg) 1880,475.7349,472.4579
Dichograptoidea,Sigmagraptidae,Acrograptus saukros (Ni),476.1603,473.0468
Dichograptoidea,Sigmagraptidae,Acrograptus serratulus (Hall) 1847,455.5781,455.5483
Dichograptoidea,Sigmagraptidae,Acrograptus sinensis,475.7441,475.7349
Dichograptoidea,Sigmagraptidae,Acrograptus slemmestadi (Monsen),474.3751,474.3597
Dichograptoidea,Sigmagraptidae,Acrograptus stamineus,474.8095,468.5276
Dichograptoidea,Sigmagraptidae,Acrograptus tenuis,461.562,461.5421
Dichograptoidea,Sigmagraptidae,Acrograptus? linearis (Mu Ge & Lin) 1962,463.0456,461.277
Dichograptoidea stem,Anisograptidae,Adelograptus divergens,471.9477474,471.9477474
Dichograptoidea stem,Anisograptidae,Adelograptus hunnebergensis,482.8214608,482.8214608
Dichograptoidea stem,Anisograptidae,Adelograptus psigraptoides,482.8031993,482.8031993
Dichograptoidea stem,Anisograptidae,Adelograptus sinicus,480.5526693,480.5526693
Dichograptoidea stem,Anisograptidae,Adelograptus altus Williams & Stevens 1991,481.5044,480.6097
Dichograptoidea stem,Anisograptidae,Adelograptus antiquus (Hall) 1899,481.5114,480.7397
Dichograptoidea stem,Anisograptidae,Adelograptus jiangxiensis Jiao 1983,479.752,475.7328
Dichograptoidea stem,Anisograptidae,Adelograptus n.sp.1 (Cooper & Stewart) 1979,482.7346,482.7096
Dichograptoidea stem,Anisograptidae,Adelograptus robustus Chen 1983,478.6485,478.4632
Dichograptoidea stem,Anisograptidae,Adelograptus simplex Tornquist 1901,479.752,475.6271
Dichograptoidea stem,Anisograptidae,Adelograptus tenellus gp. (Linnarsson) 1871,482.8215,476.8384
Monograptina,Petalolithidae,Agetograptus hubeiensis Ni,442.7954,440.758
Monograptina,Petalolithidae,Agetograptus primus Obut & Sobolevskaya 1968,441.9082,441.7771
Monograptina,Petalolithidae,Agetograptus secundus Obut & Sobolevskaya 1968,441.9082,440.758
Monograptina,Petalolithidae,Agetograptus spiniferus Obut & Sobolevskaya,440.7641,440.4017
Monograptina,Petalolithidae,Agetograptus zintchenkoae Obut & Sobolevskaya 1,441.9082,441.7771
Monograptina,Dimorphograptidae,Akidograptus acuminatus praecedens,443.8849,443.8379
Monograptina,Dimorphograptidae,Akidograptus ascensus (Davies) 1929,445.1348,443.6299
Monograptina,Dimorphograptidae,Akidograptus cultus,443.8115,443.7607
Monograptina,Dimorphograptidae,Akidograptus cuneatus Chaletskaya 1960,444.1898,443.6993
Dichograptoidea,Sigmagraptidae,Allograptus magnus Mu,463.4579406,463.4579406
Dichograptoidea,Sigmagraptidae,Allograptus corniculiformis,467.2412,467.2264
Dichograptoidea,Sigmagraptidae,Allograptus mirus Mu,468.5276,467.2643
Dichograptoidea,Sigmagraptidae,Allograptus venustus Chu,462.775,462.6308
Diplograptina,Dicranograptidae,Amphigraptus divergens divergens (Hall) 1859,455.5674,450.4164
Diplograptina,Dicranograptidae,Amphigraptus divergens divergens late,449.7418,447.3434
Diplograptina,Dicranograptidae,Amphigraptus radiatus Lapworth 1876,450.9189,450.205
Diplograptina,Diplograptidae,Amplexograptus arctus Elles & Wood,456.4814,452.8995
Diplograptina,Diplograptidae,Amplexograptus arctus! sensu_Cuerda,470.6429,464.5752
Diplograptina,Diplograptidae,Amplexograptus caelatus (Lapworth) 1875,458.1517,456.5426
Diplograptina,Diplograptidae,Amplexograptus compactus (Elles & Wood) 1907,455.7631,450.8544
Diplograptina,Diplograptidae,Amplexograptus confertus (Lapworth) 1875,462.9181,455.1234
Diplograptina,Diplograptidae,Amplexograptus differtus Harris & Thomas 1935,461.769,458.4515
Diplograptina,Diplograptidae,Amplexograptus ingens sl Hall 1906,451.1155,450.6357
Diplograptina,Diplograptidae,Amplexograptus ingens wellingtonensis Harris &,451.1402,451.0932
Diplograptina,Diplograptidae,Amplexograptus latus (Elles & Wood) 1906,449.1662,446.0116
Diplograptina,Diplograptidae,Amplexograptus leptotheca (Bulman) 1946,456.311,453.1225
Diplograptina,Diplograptidae,Amplexograptus macer,453.0487,453.0359
Diplograptina,Diplograptidae,Amplexograptus manitoulinensis (Caley) 1936,449.048,447.7569
Diplograptina,Diplograptidae,Amplexograptus maxwelli maxwelli Decker 1935,455.9278,450.4757
Diplograptina,Diplograptidae,Amplexograptus maxwelli praetypicalis Chen et a,452.573,450.4748
Diplograptina,Diplograptidae,Amplexograptus molestus (Thorslund) 1948,455.3615,450.891
Diplograptina,Diplograptidae,Amplexograptus n.sp.1,455.7128,450.7061
Diplograptina,Diplograptidae,Amplexograptus perexcavatus (Lapworth) 1876,458.7613,450.4458
Diplograptina,Diplograptidae,Amplexograptus praetypicalis Riva 1987,452.3983,450.2082
Diplograptina,Diplograptidae,Amplexograptus prominens,446.1478,446.0396
Diplograptina,Diplograptidae,Amplexograptus pulchellus (Hadding) 1915,452.0422,451.734
Diplograptina,Diplograptidae,Amplexograptus tardus Hall 1907,451.706,450.4398
Diplograptina,Diplograptidae,Amplexograpus sp.2,450.7702,450.6098
Dichograptoidea stem,Anisograptidae,Ancoragraptus bulmani (Spjeldnaes) 1963,484.6974,484.6974
Dichograptoidea stem,Anisograptidae,Anisograptus isolatus Bulman 1954,484.5990978,484.5990978
Dichograptoidea stem,Anisograptidae,Anisograptus compactus Cooper & Stewart 1979,486.2619,484.9564
Dichograptoidea stem,Anisograptidae,Anisograptus delicatulus Cooper & Stewart 1979,491.1171,486.2619
Dichograptoidea stem,Anisograptidae,Anisograptus matanensis Ruedemann 1937,484.8863,483.5182
Dichograptoidea stem,Anisograptidae,Anisograptus matanensis tetragraptoides,485.0127,484.6972
Dichograptoidea stem,Anisograptidae,Anisograptus ruedemanni Bulman,485.0196,484.6343
Dichograptoidea,Dichograptidae,Anomalograptus reliquus,464.9462,462.8172
Diplograptina,Diplograptidae,Anticostia fastigata (Davies) 1929,448.9688,446.91
Diplograptina,Diplograptidae,Anticostia hudsoni (Jackson),447.8561,446.4985
Diplograptina,Diplograptidae,Anticostia lorrainensis (Ruedemann),449.7101,448.3774
Diplograptina,Diplograptidae,Anticostia lorrainensis late,446.6354,445.9402
Diplograptina,Diplograptidae,Anticostia macgregorae Stewart & Mitchell 1997,449.6407,449.4777
Diplograptina,Diplograptidae,Anticostia nicholsoni,446.0366,446.0356
Diplograptina,Diplograptidae,Anticostia tenuissimus (Ross & Berry) 1963,448.0433,446.0101
Diplograptina,Diplograptidae,Anticostia uniformis (Mu & Lin) 1993,448.9688,445.5705
Dichograptoidea stem,Anisograptidae,Aorograptus asiaticus (Mu),484.4867,484.4279
Dichograptoidea stem,Anisograptidae,Aorograptus nsp.A Williams et al 1999,480.7264,480.6816
Dichograptoidea stem,Anisograptidae,Aorograptus sinicus,481.5222,481.5165
Dichograptoidea stem,Anisograptidae,Aorograptus victoriae gp. T.S. Hall 1899,480.4414,480.3686
Dichograptoidea stem,Anisograptidae,Aorograptus victoriae T.S.Hall 1899,481.528,480.0103
Dichograptoidea,Glossograptidae,Apiograptus crudus_aff _Norford 2002,466.085099,466.085099
Dichograptoidea,Glossograptidae,Apiograptus crudus (Harris & Thomas),467.9571,465.8358
Dichograptoidea,Glossograptidae,Apoglossograptus lyra,457.1545,456.2314
Diplograptina,Climacograptidae,Appendispinograptus fibratus Ge,448.3584,447.7507
Diplograptina,Climacograptidae,Appendispinograptus hubeiensis (Ge) 1984,448.7123,446.0092
Diplograptina,Climacograptidae,Appendispinograptus hvalross (Ross & Berry) 196,449.2093,446.3327
Diplograptina,Climacograptidae,Appendispinograptus leptothecalis (Mu & Ge) 198,448.1101,446.0079
Diplograptina,Climacograptidae,Appendispinograptus longispinus longispinus (Ha,449.1354,446.4474
Diplograptina,Climacograptidae,Appendispinograptus pogrebovi (Koren & Sobolevsk,447.7287,447.2251
Diplograptina,Climacograptidae,Appendispinograptus supernus sinicus (Ge),448.0968,446.289
Diplograptina,Climacograptidae,Appendispinograptus supernus supernus (Elles &,448.3879,445.9158
Diplograptina,Climacograptidae,Appendispinograptus venustus venustus (Legrand),448.2066,445.845
Diplograptina,Lasiograptidae,Arachniograptus connectus,448.1168,447.2607
Diplograptina,Lasiograptidae,Arachniograptus laqueus Ross & Berry,448.1019,447.2086
Dichograptoidea stem,Anisograptidae,Araneograptus macgillivrayi (Hall) 1897,481.0731,479.7945
Dichograptoidea stem,Anisograptidae,Araneograptus murrayi (Hall) 1865,481.1914,479.752
Diplograptina,Climacograptidae,Archiclimacograptus n.sp.2 Goldman,458.0000232,458.0000232
Diplograptina,Climacograptidae,Archiclimacograptus stenostoma,456.4667811,456.4667811
Diplograptina,Climacograptidae,Archiclimacograptus angulatus angulatus (Bulman,461.977,456.6506
Diplograptina,Climacograptidae,Archiclimacograptus antiquus,456.4912,453.2978
Diplograptina,Climacograptidae,Archiclimacograptus caelatus (Lapworth) 1875,462.2805,457.3306
Diplograptina,Stem diplograptoidea,Archiclimacograptus marathonensis Clarkson 1963,462.5747,460.5081
Diplograptina,Climacograptidae,Archiclimacograptus modestus (Ruedemann),455.9482,449.7966
Diplograptina,Climacograptidae,Archiclimacograptus modicellus (Harris & Thomas),461.4193,457.3306
Diplograptina,Climacograptidae,Archiclimacograptus n.sp.1 Goldman,466.6216,457.9112
Diplograptina,Climacograptidae,Archiclimacograptus pulchellus,455.2931,454.9649
Diplograptina,Climacograptidae,Archiclimacograptus riddellensis Harris 1924,462.1871,457.0983
Diplograptina,Climacograptidae,Archiclimacograptus rugosus,456.5426,454.3057
Diplograptina,Climacograptidae,Archiclimacograptus sheldoni,457.9986,456.5866
Diplograptina,Climacograptidae,Archiclimacograptus skagensis,453.7205,453.4778
Diplograptina,Lasiograptidae,Archiretiolites regimontanus,454.9756,454.9649
Dichograptoidea,Glossograptidae,Arienigraptus dumosus A,469.2847427,469.2847427
Dichograptoidea,Glossograptidae,Arienigraptus dumosus_aff _Goldman 2006,468.9080288,468.9080288
Dichograptoidea,Glossograptidae,Arienigraptus angulatus (Mu) 1957,466.1663,461.8931
Dichograptoidea,Glossograptidae,Arienigraptus dumosus (Harris) 1933,469.3871,467.1382
Dichograptoidea,Glossograptidae,Arienigraptus dumosus B (Harris)_Cooper 1973,468.281,467.9571
Dichograptoidea,Glossograptidae,Arienigraptus geniculatus (Skevington) 1965,466.9725,466.9656
Dichograptoidea,Glossograptidae,Arienigraptus gracilis,469.4936,469.4868
Dichograptoidea,Glossograptidae,Arienigraptus jiangxiensis sensu_Cooper_&_Ni,468.4746,467.1328
Dichograptoidea,Glossograptidae,Arienigraptus jiangxiensis Yu & Fang 1981,468.5968,465.0559
Dichograptoidea,Glossograptidae,Arienigraptus n.sp. Maletz 2005,467.001,466.9951
Dichograptoidea,Glossograptidae,Arienigraptus zhejiangensis Yu & Fang 1981,468.0317,465.8452
Diplograptina,Diplograptidae,Arnaheimograptus lorrainensis anacanthus (Mitch,448.8266,448.765
Diplograptina,Diplograptidae,Arnheimograptus anacanthus (Mitchell & Bergstrom,448.8907,447.3715
Monograptina,Monograptidae,Atavograptus atavus (Jones) 1909,443.8849,440.9158
Monograptina,Monograptidae,Atavograptus ceryx (Rickards & Hutt) 1970,445.3056,444.8012
Monograptina,Monograptidae,Atavograptus gracilis Hutt 1975,444.2076,443.4193
Monograptina,Monograptidae,Atavograptus primitivus (Li) 1983,444.4384,444.3616
Monograptina,Monograptidae,Atavograptus strachani Hutt & Rickards 1970,443.566,440.6912
Monograptina,Monograptidae,Atavograptus tenellus,441.9185,441.9082
Dichograptoidea,Dichograptidae,Atopograptus woodwardi Harris 1926,461.4292,461.3821
Dichograptoidea,Dichograptidae,Aulograptus climacograptoides Bulman 1931,463.6993,460.5253
Dichograptoidea,Dichograptidae,Aulograptus cucullus (Bulman) 1932,467.3239,461.9416
Dichograptoidea,Dichograptidae,Aulograptus leeszukuangi Hsu,465.358,461.6506
Dichograptoidea,Dichograptidae,Aulograptus orientalis Mu 1957,463.4454,463.0456
Dichograptoidea,Dichograptidae,Aulograptus? feistmantelli_aff _Dean et al. 200,464.4821,464.2932
Dichograptoidea,Dichograptidae,Azygograptus minutus Beckly & Maletz 1991,474.8094739,474.8094739
Dichograptoidea,Dichograptidae,Azygograptus volkhovensis Koren et al. 2004,470.6720648,470.6720648
Dichograptoidea,Dichograptidae,Azygograptus coelebs Lapworth 1880,460.4901,460.4484
Dichograptoidea,Dichograptidae,Azygograptus eivionicus Elles 1922,472.7476,469.6628
Dichograptoidea,Dichograptidae,Azygograptus ellesi Monsen 1937,471.3288,469.8834
Dichograptoidea,Dichograptidae,Azygograptus hicksii (Hopkinson)Elles & Wood 18,468.5269,468.5261
Dichograptoidea,Dichograptidae,Azygograptus incurvus Ekstrom 1937,457.231,455.3804
Dichograptoidea,Dichograptidae,Azygograptus lapworthi Nicholson 1875,470.2876,468.4717
Dichograptoidea,Dichograptidae,Azygograptus mobergi,458.6262,455.3676
Dichograptoidea,Dichograptidae,Azygograptus suecicus Moberg 1892,472.9522,469.3345
Dichograptoidea,Dichograptidae,Azygograptus undulatus,473.0453,469.4868
Dichograptoidea,Dichograptidae,Azygograptus validus (Toernquist) 1904,478.3821,472.6683
Monograptina,Retiolitidae,Baculograptus batesi Lenz & Kozlowska-Dawidz. 2,427.8117,427.609
Dichograptoidea,Dichograptidae,Baltograptus vacillans attenuatus Monsen 1937,474.8094739,474.8094739
Dichograptoidea,Dichograptidae,Baltograptus calidus Sella,474.3615,474.3597
Dichograptoidea,Dichograptidae,Baltograptus geometricus (Toernquist) 1901,476.5438,475.0014
Dichograptoidea,Dichograptidae,Baltograptus kurcki (Tornquist),473.0629,469.93
Dichograptoidea,Dichograptidae,Baltograptus minutus,471.9477,470.6721
Dichograptoidea,Dichograptidae,Baltograptus vacillans vacillans (Tornquist),475.7328,472.4582
Monograptina,Monograptidae,Barrandeograptus aperculatus Muench,422.7622789,422.7622789
Monograptina,Monograptidae,Barrandeograptus bornholmensis Laursen 1940,435.581,433.0718
Monograptina,Monograptidae,Barrandeograptus pulchellus (Tullberg) 1883,435.5489,432.9771
Dichograptoidea,Isograptidae,Bergstroemograptus crawfordi (Harris) 1926,466.666,460.7574
Dichograptoidea,Isograptidae,Bergstroemograptus yini Mu Ge & Lin 1962,461.277,461.0216
Monograptina,Monograptidae,Bohemograptus cornutus praecornutus Urbanek,424.6671492,424.6671492
Monograptina,Monograptidae,Bohemograptus helicoides,424.6652697,424.6652697
Monograptina,Monograptidae,Bohemograptus tsegulnuki Rickards & Sanford 199,426.6413456,426.6413456
Monograptina,Monograptidae,Bohemograptus bohemicus minutus Rickards et al.,423.893,423.4622
Monograptina,Monograptidae,Bohemograptus bohemicus sl (Barrande) 1850,427.1706,424.4584
Monograptina,Monograptidae,Bohemograptus bohemicus tenuis (Boucek) 1936,426.0575,422.7785
Monograptina,Monograptidae,Bohemograptus cornutus cornutus Urbanek 1970,424.6672,424.6671
Monograptina,Monograptidae,Bohemograptus garratti Rickards et al. 1993,427.1674,423.848
Monograptina,Monograptidae,Bohemograptus paracornutus Rickards & Wright 19,423.4364,423.3538
Monograptina,Monograptidae,Bohemograptus praecornutus Urbanek 1970,423.893,423.4622
Monograptina,Monograptidae,Bohemograptus urbaneki Rickards 1995,429.6661,425.7499
Dichograptoidea,Sigmagraptidae,Brachiograptus etaformis Harris & Keble 1932,466.1619,462.0967
Dichograptoidea stem,Anisograptidae,Bryograptus chekiangensis,481.5165184,481.5165184
Dichograptoidea stem,Anisograptidae,Bryograptus kjerulfi Lapworth 1880,482.0542521,482.0542521
Dichograptoidea stem,Anisograptidae,Bryograptus n.sp. Monteros & Moya 2003,482.5484686,482.5484686
Dichograptoidea stem,Anisograptidae,Bryograptus tintinniformis Ge,482.5223642,482.5223642
Dichograptoidea stem,Anisograptidae,Bryograptus kjerfuli orientalis Chen 1985,485.5873,485.4103
Dichograptoidea stem,Anisograptidae,Bryograptus ramosus ramosus,482.3901,482.3766
Monograptina,Monograptidae,Campograptus rostratus,440.6081661,440.6081661
Monograptina,Monograptidae,Campograptus harpago (Tornquist) 1899,439.8994,439.7858
Monograptina,Monograptidae,Campograptus lobiferus (MCoy) 1850,440.6924,438.6414
Monograptina,Monograptidae,Campograptus obtusus (Rickards) 1970,440.3854,440.3756
Dichograptoidea,Isograptidae,Cardiograptus amplus (Hsu) 1934,467.9619,465.6774
Dichograptoidea,Isograptidae,Cardiograptus giganteus (Hsu),467.6507,466.0574
Dichograptoidea,Isograptidae,Cardiograptus intermedius (Mu & Lee),467.6848,466.6216
Dichograptoidea,Isograptidae,Cardiograptus morsus Harris & Keble,468.6295,466.0628
Dichograptoidea,Isograptidae,Cardiograptus morsus narrow (Harris & Keble) 1,468.2346,468.1565
Dichograptoidea,Isograptidae,Cardiograptus morsus_aff _Norford 2002,468.3127,468.3069
Dichograptoidea,Isograptidae,Cardiograptus obesus Xiao Xia & Wang 1985,468.4448,468.3086
Dichograptoidea,Isograptidae,Cardiograptus ordovicicus,467.9619,465.5114
Dichograptoidea,Isograptidae,Cardiograptus orudus,467.6482,460.8467
Dichograptoidea,Isograptidae,Cardiograptus ovatus Xiao Xia & Wang 1985,468.4448,467.6482
Dichograptoidea,Isograptidae,Cardiograptus uniformis Xiao Xia & Wang 1985,468.8924,467.9571
Monograptina,Petalolithidae,Cephalograptus cometa cometa Geinitz,439.8936,439.7902
Monograptina,Petalolithidae,Cephalograptus cometa extrema Boucek & Pribyl,439.789,438.6111
Monograptina,Petalolithidae,Cephalograptus tubulariformis (Nicholson) 1867,440.2484,439.9027
Dichograptoidea stem,Anisograptidae,Chigraptus supinus Jackson & Lenz 1999,485.8459,485.8048
Diplograptina,Climacograptidae,Climacograptus baragwanathi Hall 1906,451.0932221,451.0932221
Diplograptina,Climacograptidae,Climacograptus eximius Ruedemann 1908,456.615837,456.615837
Diplograptina,Climacograptidae,Climacograptus linearis Packham,444.3143964,444.3143964
Diplograptina,Climacograptidae,Climacograptus lukavensis,447.0848597,447.0848597
Diplograptina,Climacograptidae,Climacograptus scalaris indivisus Davies 1929,445.9421094,445.9421094
Diplograptina,Climacograptidae,Climacograptus spiniferus Ruedemann 1908,455.769578,455.769578
Diplograptina,Climacograptidae,Climacograptus transgrediens,444.225697,444.225697
Diplograptina,Climacograptidae,Climacograptus tuberculatus Nicholson 1869,445.7075867,445.7075867
Diplograptina,Climacograptidae,Climacograptus affinis Hall 1900,451.2068,448.7123
Diplograptina,Climacograptidae,Climacograptus angustatus Ekstrom 1937,464.1018,457.0914
Diplograptina,Climacograptidae,Climacograptus antiquus Lapworth 1873,461.8033,451.0415
Diplograptina,Climacograptidae,Climacograptus antiquus late Lapworth 1873,455.5483,451.4729
Diplograptina,Climacograptidae,Climacograptus antiquus lineatus Elles & Wood,451.2809,451.2322
Diplograptina,Climacograptidae,Climacograptus bekkeri (Opik) 1927,459.5798,456.4522
Diplograptina,Climacograptidae,Climacograptus bicornis bicornis (Hall) 1847,456.0071,451.7277
Diplograptina,Climacograptidae,Climacograptus caudatus(non_Lapw) Hadding 1913,458.4979,458.46
Diplograptina,Climacograptidae,Climacograptus celsus Eckstrom,458.7911,458.46
Diplograptina,Climacograptidae,Climacograptus cruciformis VandenBerg 1990,452.8597,452.8187
Diplograptina,Climacograptidae,Climacograptus extraordinarius productus,445.7012,445.5593
Diplograptina,Climacograptidae,Climacograptus extraordinarius proximus,445.6767,445.6266
Diplograptina,Climacograptidae,Climacograptus hastatus martini Ross & Berry,447.3886,447.236
Diplograptina,Climacograptidae,Climacograptus innotatus brasiliensis Ruedemann,440.9257,440.9086
Diplograptina,Climacograptidae,Climacograptus innotatus n.ssp. Melchin 1987,440.6244,440.5838
Diplograptina,Climacograptidae,Climacograptus innotatus Nicholson 1869,444.7967,442.7135
Diplograptina,Climacograptidae,Climacograptus janischewskyi Obut 1949,443.046,440.758
Diplograptina,Climacograptidae,Climacograptus kuckersianus Wiman 1896,450.4748,450.4398
Diplograptina,Climacograptidae,Climacograptus medius brevicaudatus,442.8023,440.758
Diplograptina,Climacograptidae,Climacograptus meridionalis Ruedemann 1947,457.1477,454.994
Diplograptina,Climacograptidae,Climacograptus miserabilis Elles & Wood 1906,440.2484,440.2484
Diplograptina,Climacograptidae,Climacograptus missilis Keble & Harris 1925,447.3886,447.3434
Diplograptina,Climacograptidae,Climacograptus n.sp.1 Podhalanska 1980,452.9704,452.8759
Diplograptina,Climacograptidae,Climacograptus n.sp.2 Podhalanska 1980,459.5953,455.1006
Diplograptina,Climacograptidae,Climacograptus nevadensis Carter 1972,450.109,449.1999
Diplograptina,Climacograptidae,Climacograptus peltifer Lapworth,450.1186,450.109
Diplograptina,Climacograptidae,Climacograptus pseudoparvus Tzaj 1976,451.0445,450.3964
Diplograptina,Climacograptidae,Climacograptus pungens (Ruedemann) 1904,462.7791,460.5358
Diplograptina,Climacograptidae,Climacograptus putillus putillus (Hall) 1865,447.5313,446.8961
Diplograptina,Climacograptidae,Climacograptus scalaris ferganensis,443.046,440.4181
Diplograptina,Climacograptidae,Climacograptus scalaris-toenquisti,439.6521,435.3197
Diplograptina,Climacograptidae,Climacograptus simplex Rickards 1970,440.4017,440.3854
Diplograptina,Climacograptidae,Climacograptus styloideus Lapworth,450.4969,447.3886
Diplograptina,Climacograptidae,Climacograptus tailbertensis Skevington 1970,460.3794,460.3443
Diplograptina,Climacograptidae,Climacograptus tamariscoides Packham 1962,445.5772,445.5705
Diplograptina,Climacograptidae,Climacograptus tridentatus (Lapworth),455.7298,452.7991
Diplograptina,Climacograptidae,Climacograptus tubuliferus tubuliferus Lapworth,450.305,446.289
Diplograptina,Climacograptidae,Climacograptus typicalis 3-spine Riva 1969,452.5546,450.0664
Diplograptina,Climacograptidae,Climacograptus typicalis posterus Ruedemann,449.7971,449.0682
Diplograptina,Climacograptidae,Climacograptus uncinatus Keble & Harris,449.3984,448.2377
Diplograptina,Climacograptidae,Climacograptus wilsoni wilsoni Lapworth 1876,455.5412,453.09
Diplograptina,Climacograptidae,Climacograptus? paradoxus,462.5623,457.309
Monograptina,Normalograptidae,Clinoclimacograptus sculptus Chen & Lin,442.7954,440.4181
Dichograptoidea,Dichograptidae,Clonograptus kingi Benson & Keble 1935,480.3686206,480.3686206
Dichograptoidea,Dichograptidae,Clonograptus ramulosus Harris & Thomas 1938,473.6148509,473.6148509
Dichograptoidea,Dichograptidae,Clonograptus rarus Harris & Thomas 1938,476.1646828,476.1646828
Dichograptoidea,Dichograptidae,Clonograptus sarmentosus,484.6838931,484.6838931
Dichograptoidea,Dichograptidae,Clonograptus smithi Harris & Thomas 1938,475.6271006,475.6271006
Dichograptoidea stem,Anisograptidae,Clonograptus tenellus problematicus Harris & Th,474.8094739,474.8094739
Dichograptoidea,Dichograptidae,Clonograptus trochograptoides,473.6148509,473.6148509
Dichograptoidea,Dichograptidae,Clonograptus aureus Jackson 1973,481.5114,479.9583
Dichograptoidea,Dichograptidae,Clonograptus flexilis Hall 1899,480.3707,474.4782
Dichograptoidea,Dichograptidae,Clonograptus hians Moberg 1892,484.4279,482.8215
Dichograptoidea,Dichograptidae,Clonograptus magnificus Pritchard 1892,481.403,479.7509
Dichograptoidea,Dichograptidae,Clonograptus multiplex (Nicholson) 1868,480.8273,475.5836
Dichograptoidea,Dichograptidae,Clonograptus n.sp.A Jackson & Lenz 2003,480.1152,479.0051
Dichograptoidea,Dichograptidae,Clonograptus n.sp.A Zhang et al. 2007,474.3597,474.2672
Dichograptoidea,Dichograptidae,Clonograptus norvegicus,480.2692,479.7945
Dichograptoidea,Dichograptidae,Clonograptus persistens Harris & Thomas 1939,475.2441,474.9537
Dichograptoidea,Dichograptidae,Clonograptus pervelatus Harris & Thomas 1939,473.4586,473.4191
Dichograptoidea,Dichograptidae,Clonograptus rigidus (J. Hall) 1858,480.743,474.3597
Dichograptoidea stem,Anisograptidae,Clonograptus ss. sp.,480.5616,480.5527
Dichograptoidea stem,Anisograptidae,Clonograptus subtilis Toernquist 1901,474.8095,466.9053
Dichograptoidea stem,Anisograptidae,Clonograptus timidus Harris & Thomas 1939,473.8649,473.5837
Monograptina,Monograptidae,Colonograptus colonus (Barrande) 1850,427.1674,425.7594
Monograptina,Monograptidae,Colonograptus colonus compactus (Wood) 1900,426.9666,426.1517
Monograptina,Monograptidae,Colonograptus colonus heathcotensis RIckards &,427.5857,425.6573
Monograptina,Monograptidae,Colonograptus ludensis (Murchison) 1839,428.7165,426.3258
Monograptina,Monograptidae,Colonograptus roemeri (Barrande) 1850,426.7141,426.135
Monograptina,Monograptidae,Colonograptus schedidonensis,426.8964,425.6052
Monograptina,Monograptidae,Colonograptus? deubeli (Jaeger),427.9848,426.5847
Monograptina,Monograptidae,Colonograptus? gerhardti (Kuhne) 1955,427.6894,426.2301
Monograptina,Monograptidae,Colonograptus? praedeubeli (Jaeger) 1990,428.1281,426.406
Monograptina,Retiolitidae,Cometograptus apoxys Lenz 1993,430.095,429.96
Monograptina,Retiolitidae,Cometograptus apsis Lenz & Kozlowska 2001,429.9824,429.939
Monograptina,Retiolitidae,Cometograptus kirki,429.6743,429.5499
Monograptina,Retiolitidae,Cometograptus marsupium,429.9943,429.9824
Monograptina,Retiolitidae,Cometograptus nevadensis (Berry & Murphy) 1975,430.5125,427.601
Monograptina,Petalolithidae,Comograptus comatus,441.9726,441.9354
Monograptina,Petalolithidae,Comograptus gorbiachinensis,440.7641,440.4181
Monograptina,Monograptidae,Coronograptus cirrus Hutt 1975,443.0504604,443.0504604
Monograptina,Monograptidae,Coronograptus gregarius arcuatus,441.9082026,441.9082026
